qid,title,sent_chars,n_chunks_strict,n_chunks_quoted,best_token_containment,token_margin,token_unique,short,adjacent_chunks,n_title_chunks
5a7fb04d55429969796c1b24,Let's Cheers to This,100,0,0,0.8889,0.3333,True,False,False,6
5a7fb04d55429969796c1b24,Sleeping with Sirens,113,0,0,1.0,0.7059,True,False,False,18
5ae3e9995542995dadf24247,New Democratic Party,120,0,0,0.5,0.0455,False,False,False,46
5ae3e9995542995dadf24247,Jagmeet Singh,196,0,0,0.8,0.32,True,False,False,62
5aba7995554299232ef4a2e2,Nakayama Miho no Tokimeki High School,71,1,1,1.0,0.5,True,False,False,5
5aba7995554299232ef4a2e2,Nobuo Uematsu,182,0,0,0.6296,0.0741,False,False,False,16
5ae33c6b5542992f92d82263,Wayne's World (film),143,0,0,1.0,0.84,True,False,False,43
5ae33c6b5542992f92d82263,Chris Farley,204,0,0,0.9677,0.4516,True,False,False,31
5ac3231a5542995ef918c11a,Eme 15,176,0,0,1.0,0.4444,True,False,False,14
5ac3231a5542995ef918c11a,Miss XV,140,0,0,0.9091,0.2727,True,False,False,20
5a8d6edd554299441c6b9fdd,Wichita City Carnegie Library Building,169,1,1,1.0,0.7273,True,False,False,4
5a8d6edd554299441c6b9fdd,Wichita City Carnegie Library Building,66,1,1,1.0,0.4167,True,False,False,4
5a8d6edd554299441c6b9fdd,"Sedgwick County, Kansas",64,0,0,1.0,0.4,True,False,False,19
5a80b5ba554299260e20a138,The Individualism of Gil Evans,145,1,1,1.0,0.6667,True,False,False,6
5a80b5ba554299260e20a138,The Individualism of Gil Evans,177,1,1,1.0,0.84,True,False,False,6
5a80b5ba554299260e20a138,Kurt Weill,159,0,0,1.0,0.6,True,False,False,53
5adf54605542993a75d264c6,Miloš Forman,196,0,0,0.7037,0.3333,False,False,False,33
5adf54605542993a75d264c6,Alex Cox,221,0,0,0.6,0.2667,False,False,False,26
5a764341554299109176e6e9,"Girard, Kansas",82,1,1,1.0,0.2857,True,False,False,29
5a764341554299109176e6e9,"Crawford County, Kansas",56,0,0,0.7,0.0,False,False,False,25
5ab82bb955429916710eb00a,Charles Blake (surgeon),151,1,1,1.0,0.7692,True,False,False,2
5ab82bb955429916710eb00a,34th (Cumberland) Regiment of Foot,123,1,1,1.0,0.1176,True,False,False,12
5ac1353255429964131be192,Rage (Attila album),71,0,0,0.75,0.4167,False,False,False,2
5ac1353255429964131be192,Attila (metalcore band),75,0,0,0.9167,0.4167,True,False,False,37
5a877a9e5542993e715abf62,Skyler Day,141,0,1,1.0,0.3333,True,False,False,7
5a877a9e5542993e715abf62,TeenNick,199,0,0,0.4444,0.037,False,False,False,23
5a80a3205542992bc0c4a792,These Days (Foo Fighters song),133,0,0,0.9,0.6,True,False,False,3
5a80a3205542992bc0c4a792,These Days (Foo Fighters song),77,0,0,0.9231,0.8462,True,False,False,3
5a80a3205542992bc0c4a792,Wasting Light,77,0,0,1.0,0.2308,True,False,False,28
5a80a3205542992bc0c4a792,Wasting Light,196,0,0,0.7333,0.2,False,False,False,28
5ac1cfe05542994d76dcceea,Marcia Wallace,247,0,0,0.9722,0.5556,True,False,False,16
5ac1cfe05542994d76dcceea,Edna Krabappel,128,0,0,0.7727,0.0909,False,False,False,16
5ac5093055429924173fb574,Brothers Quay,137,0,0,1.0,0.6111,True,False,False,64
5ac5093055429924173fb574,Brothers Quay,125,0,0,0.8421,0.1053,True,False,False,64
5ac5093055429924173fb574,Alexandra Shiva,68,0,0,0.9,0.4,True,False,False,8
5ac5093055429924173fb574,Alexandra Shiva,158,0,1,1.0,0.3333,True,False,False,8
5a74742655429979e2882958,(Till) I Kissed You,78,0,0,1.0,0.5,True,False,False,3
5a74742655429979e2882958,(Till) I Kissed You,86,0,0,0.9444,0.3333,True,False,False,3
5a74742655429979e2882958,The Everly Brothers,148,0,0,0.9545,0.2273,True,False,False,51
5ab8873155429934fafe6e10,Portrait of Wally,160,1,1,1.0,0.4444,True,False,False,15
5ab8873155429934fafe6e10,Egon Schiele,74,0,0,1.0,0.5833,True,False,False,37
5ab8873155429934fafe6e10,Egon Schiele,92,0,0,0.8,0.2667,True,False,False,37
5ab8873155429934fafe6e10,Egon Schiele,139,0,0,0.9444,0.4444,True,False,False,37
5add16f45542990d50227dd4,Allkpop,144,0,0,0.7727,0.5455,False,False,False,3
5add16f45542990d50227dd4,"Edgewater, New Jersey",98,0,0,1.0,0.25,True,False,False,66
5ae78e11554299540e5a55ff,Moment by Moment (song),137,0,1,1.0,0.6111,True,False,False,3
5ae78e11554299540e5a55ff,Lily Tomlin,112,1,1,1.0,0.5882,True,False,False,50
5abc095b55429965836003f8,Dumb Flesh,118,0,0,0.8235,0.2941,True,False,False,4
5abc095b55429965836003f8,Blanck Mass,128,0,0,0.7619,0.1905,False,False,False,25
5a72b5dd5542991f9a20c57b,Aurela Gaçe,185,0,1,1.0,0.4444,True,False,False,7
5a72b5dd5542991f9a20c57b,Kënga Magjike,78,0,0,0.5385,0.0769,False,False,False,9
5a7e0ddf5542995f4f4023ca,"Unman, Wittering and Zigo (film)",147,0,0,0.9048,0.6667,True,False,False,10
5a7e0ddf5542995f4f4023ca,Tony Haygarth,114,0,0,0.9444,0.6111,True,False,False,11
5ac3540b554299741d48a24e,Pablo Aurrecochea,142,0,0,0.9545,0.6818,True,False,False,3
5ac3540b554299741d48a24e,Krusty the Clown,193,0,0,0.913,0.3913,True,False,False,25
5ac3540b554299741d48a24e,Krusty the Clown,33,1,1,1.0,0.3333,True,True,False,25
5a7c2ce05542990527d5546f,Bookchase,56,0,0,1.0,0.5,True,False,False,7
5a7c2ce05542990527d5546f,San Marco (board game),76,1,1,1.0,1.0,True,False,False,1
5ac4114e554299204fd21eef,Otryadyn Gündegmaa,211,1,1,1.0,1.0,True,False,False,1
5ac4114e554299204fd21eef,1996 Summer Olympics,254,0,0,0.8333,0.3333,True,False,False,48
5adccbae5542990d50227d26,Janie Jones (film),80,0,0,0.8571,0.2857,True,False,False,12
5adccbae5542990d50227d26,Janie Jones (film),108,0,0,0.9375,0.375,True,False,False,12
5adccbae5542990d50227d26,Abigail Breslin,81,0,0,0.8462,0.3846,True,False,False,16
5adccbae5542990d50227d26,Abigail Breslin,127,0,0,0.85,0.3,True,False,False,16
5a8460435542992ef85e23d1,Montana Highway 42,300,0,0,0.9767,0.3953,True,False,False,2
5a8460435542992ef85e23d1,Northern Transcon,141,1,1,1.0,0.4737,True,False,False,24
5ae78b555542994a481bbd8c,"Downton, Herefordshire",84,1,1,1.0,1.0,True,False,False,1
5ae78b555542994a481bbd8c,Domesday Book,210,0,0,0.931,0.4483,True,False,False,51
5a8aff4f55429971feec45e0,New South Wales 79 class locomotive,340,1,1,1.0,0.6744,True,False,False,8
5a8aff4f55429971feec45e0,Lend-Lease,100,0,0,0.8125,0.25,True,False,False,83
5aba0b025542994dbf01989b,Trishna (2011 film),139,0,0,1.0,0.65,True,False,False,10
5aba0b025542994dbf01989b,Freida Pinto,106,0,0,0.625,0.0625,False,False,False,28
5a7281c45542997f827839ef,WERT,158,1,1,1.0,0.4167,True,False,False,9
5a7281c45542997f827839ef,Lincoln Highway,122,0,0,0.8,0.0,False,False,False,118
5ae2aba15542996483e64a32,The Roxx Regime Demos,236,1,1,1.0,0.697,True,False,False,3
5ae2aba15542996483e64a32,Stryper,172,0,0,0.5556,0.1111,False,False,False,37
5adee51f5542995ec70e8f3e,Sugar (Robin Schulz album),117,1,1,1.0,0.619,True,False,False,3
5adee51f5542995ec70e8f3e,Sugar (Robin Schulz album),85,1,1,1.0,0.6364,True,False,False,3
5adee51f5542995ec70e8f3e,Sugar (Robin Schulz song),64,1,1,1.0,0.5,True,False,False,4
5adee51f5542995ec70e8f3e,Sugar (Robin Schulz song),98,0,0,0.9444,0.2222,True,False,False,4
5ab321f9554299194fa9356e,The Key (1958 film),81,0,0,1.0,0.4667,True,False,False,14
5ab321f9554299194fa9356e,The Key (1958 film),73,1,1,1.0,0.3636,True,False,False,14
5ab321f9554299194fa9356e,Sophia Loren,164,0,0,0.76,0.24,False,False,False,44
5abb99c85542992ccd8e7f5b,Detroit (mixtape),84,0,0,0.9167,0.6667,True,False,False,8
5abb99c85542992ccd8e7f5b,Jhené Aiko,109,0,0,0.9444,0.1667,True,False,False,29
5a8e43e05542995a26add4ad,Ho Mann Jahaan,131,0,0,0.9565,0.4783,True,False,False,10
5a8e43e05542995a26add4ad,Ho Mann Jahaan,162,1,1,1.0,0.5294,True,False,False,10
5a8e43e05542995a26add4ad,Yasir Hussain,92,0,0,0.9375,0.5,True,False,False,9
5ae4a1a85542995ad6573dd3,Battle Born Studios,109,0,0,0.8235,0.4706,True,False,False,4
5ae4a1a85542995ad6573dd3,"Winchester, Nevada",183,0,0,0.96,0.36,True,False,False,9
5ae00b1955429942ec259c06,Silver Nugget,104,1,1,1.0,0.4375,True,False,False,5
5ae00b1955429942ec259c06,"North Las Vegas, Nevada",98,0,0,0.9333,0.2,True,False,False,33
5ae00b1955429942ec259c06,"North Las Vegas, Nevada",42,0,0,0.875,0.0,False,False,False,33
5a775b8b5542994aec3b72a7,2015–16 Missouri Tigers women's basketball team,60,1,1,1.0,1.0,True,False,False,1
5a775b8b5542994aec3b72a7,2015–16 Missouri Tigers women's basketball team,85,1,1,1.0,1.0,True,False,False,1
5a775b8b5542994aec3b72a7,Robin Pingeton,109,0,0,1.0,0.4706,True,False,False,3
5a775b8b5542994aec3b72a7,Robin Pingeton,69,1,1,1.0,0.6154,True,False,False,3
5a8f0e065542997ba9cb319c,2014–15 Kilmarnock F.C. season,140,0,0,0.8889,0.4444,True,False,False,2
5a8f0e065542997ba9cb319c,Rangers F.C.,165,0,0,0.8333,0.1111,True,False,False,97
5ab9253c554299131ca4227f,Jessica Knappett,119,0,0,0.5556,0.0,False,False,False,5
5ab9253c554299131ca4227f,The Inbetweeners Movie,194,0,0,1.0,0.5714,True,False,False,15
5ac2b2ae554299657fa29017,Luke Day,280,0,0,0.9535,0.6047,True,False,False,11
5ac2b2ae554299657fa29017,Shays' Rebellion,112,0,0,0.9333,0.3333,True,False,False,43
5a8ad8e455429950cd6afbac,Gordon Hendrick,92,1,1,1.0,1.0,True,False,False,1
5a8ad8e455429950cd6afbac,"Superior, Montana",84,0,0,1.0,0.4286,True,False,False,16
5abdf4d855429976d4830a34,Rutgers University,214,0,0,0.6,0.0,False,False,False,119
5abdf4d855429976d4830a34,"University of Maryland, College Park",216,0,0,0.5862,0.2069,False,False,False,68
5ab2cb52554299545a2cfa84,"Ogallala, Nebraska",60,0,0,1.0,0.3,True,False,False,15
5ab2cb52554299545a2cfa84,Ogallala Aquifer,150,0,0,1.0,0.5,True,False,False,33
5a78e169554299148911f98a,National Gas Turbine Establishment,200,0,0,0.9583,0.2917,True,False,False,24
5a78e169554299148911f98a,National Gas Turbine Establishment,132,0,0,0.8182,0.1818,True,False,False,24
5a78e169554299148911f98a,Frank Whittle,153,0,0,0.8182,0.4091,True,False,False,102
5adfd8cc55429906c02daa6c,Mr. Pitiful,141,0,1,1.0,0.3333,True,False,False,6
5adfd8cc55429906c02daa6c,Otis Redding,141,0,0,0.7619,0.381,False,False,False,52
5ab72b1f5542993667793f61,Thornton Wilder,98,1,1,1.0,0.6,True,False,False,27
5ab72b1f5542993667793f61,Richard Llewellyn,140,0,0,1.0,0.5,True,False,False,6
5a8f0841554299458435d52e,Live While We're Young,158,0,1,1.0,0.2069,True,False,False,18
5a8f0841554299458435d52e,One Direction,240,0,0,0.8718,0.3333,True,False,False,56
5ae0ce6f55429945ae95945c,1975–76 Seattle SuperSonics season,265,1,1,1.0,0.8125,True,False,False,2
5ae0ce6f55429945ae95945c,Phoenix Suns,88,1,1,1.0,0.3333,True,False,False,113
5a85a01d5542997175ce1fda,Gary Owen (comedian),173,0,0,1.0,0.6552,True,False,False,12
5a85a01d5542997175ce1fda,Shaquille O'Neal,219,0,0,0.8387,0.3871,True,False,False,144
5ae113fc55429920d52342c2,I'Anson baronets,77,1,1,1.0,0.6667,True,False,False,3
5ae113fc55429920d52342c2,I'Anson baronets,343,1,1,1.0,0.9,True,False,False,3
5ae113fc55429920d52342c2,Charles II of England,85,0,0,1.0,0.2,True,False,False,70
5ae4edd15542990ba0bbb19e,Oath (song),93,0,0,0.875,0.4375,True,False,False,5
5ae4edd15542990ba0bbb19e,Becky G,150,0,0,0.64,0.04,False,False,False,32
5a84bd575542997b5ce3ff4a,Irakli Nasidze,83,0,0,1.0,0.6667,True,False,False,6
5a84bd575542997b5ce3ff4a,Tbilisi,266,0,0,0.7838,0.2973,False,False,False,94
5ac307dd5542990b17b154f3,Creedence Gold,98,0,1,1.0,0.5714,True,False,False,3
5ac307dd5542990b17b154f3,Creedence Clearwater Revival,147,0,0,0.6364,0.0455,False,False,False,46
5a8f842b5542995b4424205a,The Vengeance of Rome,231,0,0,0.9412,0.6176,True,False,False,4
5a8f842b5542995b4424205a,Ernst Röhm,131,0,0,0.96,0.4,True,False,False,39
5ab9856c554299131ca4235c,K. V. Soundararajan,180,1,1,1.0,0.75,True,False,False,2
5ab9856c554299131ca4235c,Mortimer Wheeler,128,0,0,1.0,0.45,True,False,False,91
5adff31055429925eb1afb75,Ghost Whisperer (video game),124,1,1,1.0,0.55,True,False,False,8
5adff31055429925eb1afb75,Ghost Whisperer (video game),122,0,0,0.9412,0.4706,True,False,False,8
5adff31055429925eb1afb75,Jennifer Love Hewitt,133,0,0,0.7778,0.3333,False,False,False,35
5adff31055429925eb1afb75,Jennifer Love Hewitt,131,0,0,0.9,0.1,True,False,False,35
5a8624c8554299211dda2a86,Farallon Capital,43,0,0,0.8889,0.0,False,False,False,16
5a8624c8554299211dda2a86,Tom Steyer,142,0,0,0.9474,0.6842,True,False,False,56
5a74d0d85542996c70cfadff,44th Berlin International Film Festival,103,0,1,1.0,1.0,True,False,False,1
5a74d0d85542996c70cfadff,In the Name of the Father (film),133,0,0,0.8636,0.3182,True,False,False,18
5ae7ac7155429952e35ea9b7,IBook,105,0,0,0.9474,0.3684,True,False,False,27
5ae7ac7155429952e35ea9b7,AirPort,133,0,0,0.6522,0.1739,False,False,False,49
5ab706575542992aa3b8c776,Song of Love (1947 film),172,0,0,0.9615,0.6154,True,False,False,6
5ab706575542992aa3b8c776,Katharine Hepburn,157,0,0,0.9167,0.2917,True,False,False,84
5ae773565542997b22f6a774,The Tuttles of Tahiti,106,0,0,1.0,0.4118,True,False,False,8
5ae773565542997b22f6a774,Charles Laughton,123,0,0,0.7778,0.3333,False,False,False,38
5ae773565542997b22f6a774,Charles Laughton,123,0,0,1.0,0.3158,True,False,False,38
5a85f35a5542991dd0999ed4,Basil LeFlore,184,0,0,0.6,0.12,False,False,False,4
5a85f35a5542991dd0999ed4,Indian Territory,230,0,0,0.8387,0.3226,True,False,False,98
5a7f32a15542993067513697,Riann Steele,279,0,0,0.8333,0.6389,True,False,False,5
5a7f32a15542993067513697,A Midsummer Night's Dream,126,0,0,0.5333,0.0,False,False,False,127
5abd7cb855429924427fd00a,Girlguiding North West England,161,1,1,1.0,0.6316,True,False,False,6
5abd7cb855429924427fd00a,"Preston, Lancashire",203,0,0,0.6207,0.1724,False,False,False,189
5ae664955542992ae0d1631b,Cincinnati Bearcats baseball,219,0,0,0.5217,0.087,False,False,False,4
5ae664955542992ae0d1631b,Cincinnati Bearcats baseball,154,0,0,0.7619,0.1429,False,False,False,4
5ae664955542992ae0d1631b,Sandy Koufax,127,0,0,0.8333,0.3333,True,False,False,108
5a7c6cdb5542990527d554a1,1974–75 Buffalo Sabres season,31,1,1,1.0,0.1667,True,True,False,22
5a7c6cdb5542990527d554a1,1974–75 Philadelphia Flyers season,117,1,1,1.0,0.3077,True,False,False,11
5a7c6cdb5542990527d554a1,1974–75 Philadelphia Flyers season,103,0,0,0.9412,0.5294,True,False,False,11
5a77c3f15542995d831812b2,The Doll Squad,135,0,0,0.96,0.68,True,False,False,6
5a77c3f15542995d831812b2,The Doll Squad,167,1,1,1.0,0.7917,True,False,False,6
5a77c3f15542995d831812b2,Francine York,116,0,0,0.8824,0.5294,True,False,False,10
5ae1f61a5542994d89d5b2e1,The Silent House (2010 film),106,0,0,0.7778,0.3333,False,False,False,11
5ae1f61a5542994d89d5b2e1,The Silent House (2010 film),148,0,1,1.0,0.7273,True,False,False,11
5ae1f61a5542994d89d5b2e1,Elizabeth Olsen,70,1,1,1.0,0.1818,True,False,False,13
5ab3c881554299233954ffa4,Beeba Boys,86,1,1,1.0,0.6,True,False,False,11
5ab3c881554299233954ffa4,Beeba Boys,76,1,1,1.0,0.6154,True,False,False,11
5ab3c881554299233954ffa4,Bindy Johal,102,0,0,0.8824,0.0588,True,False,False,20
5ab76a835542993667793fd7,L'infinito,111,0,0,0.8824,0.4706,True,False,False,3
5ab76a835542993667793fd7,Giacomo Leopardi,156,0,0,1.0,0.6667,True,False,False,90
5ab76a835542993667793fd7,Giacomo Leopardi,245,0,0,0.9697,0.6061,True,False,False,90
5a7d20ef55429909bec76975,Pat Gorman,244,0,0,0.9143,0.6286,True,False,False,2
5a7d20ef55429909bec76975,The Elephant Man (film),169,0,0,0.7917,0.375,False,False,False,47
5ab57677554299488d4d9994,The Assignation,85,1,1,1.0,0.6429,True,False,False,4
5ab57677554299488d4d9994,John Dryden,192,0,0,0.6429,0.1786,False,False,False,38
5ae3ff9b5542996836b02c0b,Lumpkin County School District,125,0,0,1.0,0.5,True,False,False,3
5ae3ff9b5542996836b02c0b,"Dahlonega, Georgia",83,0,0,1.0,0.2727,True,False,False,32
5a83d9525542992ef85e237c,Zeitgeist (The Smashing Pumpkins album),146,0,0,0.8182,0.1818,True,False,False,29
5a83d9525542992ef85e237c,Zeitgeist (The Smashing Pumpkins album),91,0,0,1.0,0.2667,True,False,False,29
5a83d9525542992ef85e237c,Jimmy Chamberlin,84,1,1,1.0,0.3077,True,False,False,34
5a83d9525542992ef85e237c,Jimmy Chamberlin,172,1,1,1.0,0.4348,True,False,False,34
5ab65c2355429954757d3259,Begin Again (Taylor Swift song),61,0,0,0.9091,0.0909,True,False,False,18
5ab65c2355429954757d3259,Nathan Chapman (record producer),86,1,1,1.0,0.6,True,False,False,3
5a74811155429979e2882968,DAF XF,82,0,0,0.8571,0.7143,True,False,False,2
5a74811155429979e2882968,DAF XF,82,0,0,0.3333,0.2667,False,False,False,2
5a74811155429979e2882968,DAF Trucks,148,0,0,0.7917,0.3333,False,False,False,41
5ab99e1b55429970cfb8eb59,Mission Mountain Wood Band,171,1,1,1.0,0.2,True,False,False,16
5ab99e1b55429970cfb8eb59,Rob Quist,137,0,0,0.7778,0.3889,False,False,False,19
5ab99e1b55429970cfb8eb59,Rob Quist,149,0,0,0.913,0.2609,True,False,False,19
5a7295d05542991f9a20c511,Beechwood (Vanderlip mansion),91,1,1,1.0,0.4615,True,False,False,8
5a7295d05542991f9a20c511,Beechwood (Vanderlip mansion),143,1,1,1.0,0.3,True,False,False,8
5a7295d05542991f9a20c511,"Briarcliff Manor, New York",108,0,0,0.8235,0.0,False,False,False,96
5a7295d05542991f9a20c511,"Briarcliff Manor, New York",130,0,0,0.8571,0.3333,True,False,False,96
5a714a725542994082a3e77f,No Love Deep Web,132,0,0,0.6,0.2,False,False,False,18
5a714a725542994082a3e77f,Death Grips,137,0,0,0.7,0.35,False,False,False,21
5ac3c656554299204fd21e4f,Bachelor Boy,192,0,0,0.7857,0.2857,False,False,False,5
5ac3c656554299204fd21e4f,Cliff Richard,57,0,0,1.0,0.5556,True,False,False,114
5ae147005542990adbacf736,Listed buildings in Yealand Redmayne,128,1,1,1.0,1.0,True,False,False,1
5ae147005542990adbacf736,Lancaster Canal,161,0,0,0.9524,0.381,True,False,False,38
5ae147005542990adbacf736,Lancaster Canal,188,1,1,1.0,0.3462,True,False,False,38
5ae5dab455429929b08079d2,Rhiwallon ap Cynfyn,240,1,1,1.0,0.7586,True,False,False,2
5ae5dab455429929b08079d2,Tostig Godwinson,121,0,0,0.8824,0.1765,True,False,False,16
5add530f5542990dbb2f7e2c,Bob Bozic,99,0,0,1.0,0.6,True,False,False,2
5add530f5542990dbb2f7e2c,Bob Bozic,68,1,1,1.0,0.6667,True,False,False,2
5add530f5542990dbb2f7e2c,Larry Holmes,109,0,0,1.0,0.7222,True,False,False,39
5add530f5542990dbb2f7e2c,Larry Holmes,101,0,0,0.875,0.375,True,False,False,39
5ae4843f5542996836b02cc1,Bass Down Low,116,0,0,0.875,0.25,True,False,False,12
5ae4843f5542996836b02cc1,Bass Down Low,234,1,1,1.0,0.25,True,False,False,12
5ae4843f5542996836b02cc1,Like a G6,149,0,0,0.625,0.0417,False,False,False,7
5ae4843f5542996836b02cc1,Like a G6,123,0,0,0.8095,0.3333,True,False,False,7
5a773ed055429972597f14ce,Down Down Baby,371,0,0,0.8936,0.7872,True,False,False,2
5a773ed055429972597f14ce,Bella Thorne,182,0,0,0.75,0.25,False,False,False,28
5a9041065542990a984935c8,Ernst John von Freyend,181,0,0,1.0,0.6333,True,False,False,3
5a9041065542990a984935c8,Wilhelm Keitel,207,0,0,0.7714,0.2857,False,False,False,27
5ac2e04655429921a00ab09e,Dobara Phir Se,112,0,0,1.0,0.6842,True,False,False,4
5ac2e04655429921a00ab09e,Dobara Phir Se,78,1,1,1.0,0.5,True,False,False,4
5ac2e04655429921a00ab09e,Salman Iqbal,88,1,1,1.0,0.7333,True,False,False,2
5ae1d33e5542997283cd227b,Central Park Place,71,0,0,0.9231,0.2308,True,False,False,13
5ae1d33e5542997283cd227b,World Trade Center (1973–2001),120,0,0,0.9,0.15,True,False,False,70
5a79ee8f5542996c55b2dca4,Ancestry of the Godwins,224,1,1,1.0,0.64,True,False,False,11
5a79ee8f5542996c55b2dca4,Battle of Stamford Bridge,295,0,0,1.0,0.4054,True,False,False,15
5ac50c085542994611c8b33b,Mile 81,98,0,1,1.0,0.7647,True,False,False,8
5ac50c085542994611c8b33b,11/22/63,87,1,1,1.0,0.4667,True,False,False,37
5adf37725542995ec70e8f96,Seth Rollins,330,0,0,0.7447,0.234,False,False,False,61
5adf37725542995ec70e8f96,Jirair Hovnanian,117,0,0,0.9,0.45,True,False,False,9
5ab747b9554299110f219af2,Alice Dewey,81,1,1,1.0,0.1538,True,False,False,6
5ab747b9554299110f219af2,Ann Dunham,169,1,1,1.0,0.4783,True,False,False,47
5ae7415a5542997b22f6a643,Wicked Games,213,0,0,0.931,0.5862,True,False,False,3
5ae7415a5542997b22f6a643,Southpaw (film),161,1,1,1.0,0.5217,True,False,False,25
5ae50b395542993aec5ec11d,Ghost Whisperer (video game),122,0,0,0.9412,0.4706,True,False,False,8
5ae50b395542993aec5ec11d,Jennifer Love Hewitt,133,0,0,0.7778,0.3333,False,False,False,35
5ac1978855429964131be243,J. I. Clements Stadium,79,1,1,1.0,0.3077,True,False,False,7
5ac1978855429964131be243,J. I. Clements Stadium,113,1,1,1.0,0.5,True,False,False,7
5ac1978855429964131be243,"Statesboro, Georgia",136,0,0,1.0,0.2778,True,False,False,39
5ae526b15542993aec5ec164,Wonder World (album),84,0,0,0.9286,0.4286,True,False,False,6
5ae526b15542993aec5ec164,Wonder Girls,144,0,0,0.7083,0.1667,False,False,False,32
5a772ec65542993569682d22,Akbari Asghari,60,0,0,1.0,0.5455,True,False,False,15
5a772ec65542993569682d22,Akbari Asghari,289,0,0,0.6364,0.3864,False,False,False,15
5a772ec65542993569682d22,Fawad Khan,157,0,0,0.6522,0.087,False,False,False,25
5a77062b5542994aec3b71c2,Jon Lucas,85,0,0,0.9231,0.6154,True,False,False,5
5a77062b5542994aec3b71c2,Jon Lucas,120,0,1,1.0,0.6,True,False,False,5
5a77062b5542994aec3b71c2,Bad Moms,96,0,0,0.9412,0.3529,True,False,False,23
5a77062b5542994aec3b71c2,Bad Moms,158,0,0,1.0,0.2917,True,False,False,23
5ae1090c55429920d523429a,Danny Michael,100,0,1,1.0,1.0,True,False,False,1
5ae1090c55429920d523429a,Mississippi Burning,113,0,0,0.8235,0.2941,True,False,False,43
5ae7f8205542994a481bbe53,"Fountain Hill, Pennsylvania",83,0,0,0.6923,0.1538,False,False,False,6
