qid,arm,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,turns,hit_turn_cap,stop_reason,error,wall_clock_s,started_at,answer,any_file_hit,all_files_hit,symbol_hit,matched_files,judge_correct,judge_reason,cost_total_billed,cost_agent_billed,cost_judge_billed,cost_uncached_list,in_stuffed_prefix,difficulty,scaling_subset
q13,stuffed,28,252,0,960096,1,False,end_turn,,4.424,2026-08-18T09:32:05Z,"This example is in `fastapi/.agents/skills/fastapi/references/dependencies.md`, but more specifically as source code files in the docs, it's:

- `docs_src/dependencies/tutorial008_py310.py` — plain style (`dependency_a`, `dependency_b`, `dependency_c`, where `b` depends on `a` and `c` depends on `b`)
- `docs_src/dependencies/tutorial008_an_py310.py` — the `Annotated` version of the same example

Both define `dependency_a`, `dependency_b(dep_a=Depends(dependency_a))`, and `dependency_c(dep_b=Depends(dependency_b))`, each using `yield` with a `try/finally` block to close their respective generated resources in order.",True,True,True,docs_src/dependencies/tutorial008_an_py310.py,True,"The answer names docs_src/dependencies/tutorial008_an_py310.py and the three symbols dependency_a/b/c with their chained dependencies, matching the expected location despite listing extra variants.",0.201155,0.194595,0.00656,1.922768,all,locate,false
q18,parametric,121,747,0,0,1,False,end_turn,,7.572,2026-08-18T09:32:15Z,"When the route has no response field (i.e., `field` is `None`), `serialize_response` skips validation entirely and simply returns `jsonable_encoder(response_content)` directly, without running it through the pydantic field's validation/serialization logic.

This is defined in `fastapi/routing.py` in the `serialize_response` function:

```python
async def serialize_response(
    *,
    field: Optional[ModelField] = None,
    response_content: Any,
    include: Optional[IncEx] = None,
    exclude: Optional[IncEx] = None,
    by_alias: bool = True,
    exclude_unset: bool = False,
    exclude_defaults: bool = False,
    exclude_none: bool = False,
    is_coroutine: bool = True,
) -> Any:
    if field:
        ...
        # validation, error handling, and jsonable_encoder with include/exclude options
    else:
        return jsonable_encoder(response_content)
```

So without a declared `response_field` (no `response_model` set on the route), the raw `response_content` is passed straight to `jsonable_encoder` with no filtering options (`include`, `exclude`, `by_alias`, `exclude_unset`, etc.) and no pydantic validation/error checking is performed.",True,False,True,fastapi/routing.py,True,"The answer correctly identifies serialize_response in fastapi/routing.py returning jsonable_encoder(response_content) without validation when field is None, matching expected files and symbols.",0.014817,0.007712,0.007105,0.007712,all,trace,false
q27,indexed,24889,801,0,0,4,False,end_turn,,12.314,2026-08-18T09:32:25Z,"## Answer

Calling `Depends(...)` returns an instance of `params.Depends`.

- **Function signature**: `Depends()` is defined in `fastapi/param_functions.py` (lines 2283–2369) as a public-facing function with parameters `dependency`, `use_cache`, and `scope`. Its final line is:
  ```python
  return params.Depends(dependency=dependency, use_cache=use_cache, scope=scope)
  ```
  Even though it's typed to return `Any` (for editor/type-checker convenience so it can be assigned to any parameter type), at runtime it actually constructs and returns a `params.Depends` object.

- **The `Depends` class**: Defined in `fastapi/params.py` (around line 741) as a frozen dataclass:
  ```python
  @dataclass(frozen=True)
  class Depends:
      dependency: Callable[..., Any] | None = None
      use_cache: bool = True
      scope: Literal[""function"", ""request""] | None = None
  ```

So the type of the object returned by `Depends()` is `fastapi.params.Depends` (a frozen dataclass holding the callable dependency, the `use_cache` flag, and an optional `scope`). This object is later inspected by FastAPI's dependency-resolution machinery (e.g., `analyze_param` and `get_dependant` in `fastapi/dependencies/utils.py`), which checks `isinstance(value, params.Depends)` to detect dependency declarations in path operation function signatures.",True,True,True,fastapi/param_functions.py;fastapi/params.py,True,"It correctly identifies that Depends() in fastapi/param_functions.py returns a params.Depends instance defined in fastapi/params.py, matching the expected files and symbol.",0.068978,0.057788,0.01119,0.057788,all,trace,false
q01,agentic,13611,691,0,0,5,False,end_turn,,16.039,2026-08-18T09:32:42Z,"Dependency resolution for a request happens in `fastapi/dependencies/utils.py`, specifically the async function `solve_dependencies` (line 586), which recursively walks the `Dependant` tree, calling itself for each sub-dependency, invoking the dependency callables (handling sync/async/generator dependencies via `_solve_generator`), and populating a `SolvedDependency` with resolved `values`, `errors`, `background_tasks`, `response`, and a `dependency_cache`.

This function is invoked from `fastapi/routing.py` in the request-handling paths, e.g. `APIRoute.get_route_handler`'s `app` function (around line 481) and the WebSocket route handler (around line 783), as well as in `APIRoute._solve_dependencies` (line 2216) used for dependency-only routes — all of which call `solve_dependencies` from `fastapi/dependencies/utils.py` to actually perform the resolution when a request comes in.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names fastapi/dependencies/utils.py and the solve_dependencies function, matching the expected file and symbol, with accurate supporting detail about recursion and call sites.",0.040732,0.034132,0.0066,0.034132,all,locate,true
q01,stuffed,23,1160,0,960096,1,False,end_turn,,12.297,2026-08-18T09:33:03Z,"Dependency resolution for a request happens in the `solve_dependencies` async function in `fastapi/dependencies/utils.py`.

- **Core logic**: `solve_dependencies` (`fastapi/dependencies/utils.py`) recursively walks `dependant.dependencies`, calling itself for each sub-dependency, then:
  - Executes the sub-dependency's `call` (via `await call(**values)` for coroutines, `run_in_threadpool` for sync callables, or `_solve_generator` for dependencies using `yield`), respecting the dependency cache (`dependency_cache`) and `use_cache`/scope semantics.
  - Extracts path/query/header/cookie parameters for the current dependant via `request_params_to_args`.
  - Extracts body parameters via `request_body_to_args` if `dependant.body_params` is set.
  - Populates special values like `Request`, `WebSocket`, `Response`, `BackgroundTasks`, and `SecurityScopes`.
  - Returns a `SolvedDependency` dataclass with `values`, `errors`, `background_tasks`, `response`, and `dependency_cache`.

- **Where it's invoked per-request**:
  - HTTP requests: in `get_request_handler`'s inner `app()` function in `fastapi/routing.py`, which calls `await solve_dependencies(...)` before running the endpoint (`run_endpoint_function`) or handling streaming responses.
  - WebSocket requests: in `get_websocket_app`'s inner `app()` function in `fastapi/routing.py`.
  - Frontend routes with dependencies: in `_FrontendRouteGroup._solve_dependencies` in `fastapi/routing.py`.

- **Supporting pieces used during resolution** (also in `fastapi/dependencies/utils.py`): `get_dependant`/`analyze_param` (build the dependency graph before the request, at route-registration time), and `_solve_generator` (handles dependencies with `yield`, entering them into the request- or function-scoped `AsyncExitStack` obtained from `request.scope[""fastapi_inner_astack""]`/`""fastapi_function_astack""`).",True,True,True,fastapi/dependencies/utils.py,True,"The answer correctly names `solve_dependencies` in fastapi/dependencies/utils.py as the place dependency resolution occurs, with accurate supporting detail about its recursion and invocation in routing.py.",0.214305,0.203665,0.01064,1.931838,all,locate,true
q38,parametric,128,1207,0,0,1,False,end_turn,,12.725,2026-08-18T09:35:32Z,"**Where the example lives**

The ""Dependencies with yield"" documentation examples are implemented as standalone FastAPI apps in `docs_src/dependencies/tutorial007.py` through the later variants (`tutorial008.py`, `tutorial008b.py`, `tutorial009.py`, `tutorial010.py`, etc.), each defining dependencies that use `yield` to run setup code before the `yield` and cleanup/teardown code after it (sometimes wrapped in `try/except/finally` to show exception handling).

**How the tests exercise them**

The corresponding tests are in `tests/test_tutorial/test_dependencies/` (e.g. `test_tutorial007.py`, `test_tutorial008.py`, `test_tutorial008b.py`, etc.). The typical pattern in these test modules is:

1. Import the app module directly (e.g. `from docs_src.dependencies.tutorial007 import app`).
2. Wrap it in `fastapi.testclient.TestClient(app)`.
3. Call the app's route(s) via the test client (e.g. `client.get(""/items/..."")`) and assert the response status code/body, which confirms the code before the `yield` executed correctly to produce the dependency value.
4. In several of these test files, additional assertions check that the ""cleanup"" code after the `yield` actually ran — often by having the dependency append to a module-level list/dict (or raise) and then asserting on that shared state after the request completes, or by triggering a path that intentionally raises an exception (e.g. an `HTTPException` or generic exception in the endpoint) and asserting that the exception is either caught and handled by the yield-dependency's `except`/`finally` block or correctly propagated, verifying that generator-based dependencies close properly even in the presence of errors.

So, concretely: each `docs_src/dependencies/tutorialXXX.py` example is imported and driven through `TestClient` requests in the matching `tests/test_tutorial/test_dependencies/test_tutorialXXX.py` file, with assertions covering both normal responses and the correct execution of pre-/post-yield (setup/teardown) logic, including error scenarios for the examples that demonstrate exception handling in yield dependencies.",False,False,False,,False,"The answer gives a generic TestClient/app-import pattern across many tutorials, missing that tutorial008 defines only dependency_a/dependency_b (no app) and is exercised differently; too vague and mechanistically wrong.",0.059121,0.012326,0.046795,0.012326,all,multi_hop,false
q07,indexed,19609,451,0,0,3,False,end_turn,,10.72,2026-08-18T09:36:05Z,"The `EventSourceResponse` class is defined in **`fastapi/sse.py`** (lines 20-33). It subclasses `StreamingResponse` and sets `media_type = ""text/event-stream""`:

```python
class EventSourceResponse(StreamingResponse):
    """"""Streaming response with `text/event-stream` media type.

    Use as `response_class=EventSourceResponse` on a *path operation* that uses `yield`
    to enable Server Sent Events (SSE) responses.
    ...
    """"""
    media_type = ""text/event-stream""
```

As noted in its docstring, it mainly acts as a marker/sets the correct `Content-Type`; the actual SSE encoding logic lives in the FastAPI routing layer. The companion `ServerSentEvent` model (used to set fields like `event`, `id`, `retry`, `comment`) is also defined in the same file, `fastapi/sse.py`.",True,True,True,fastapi/sse.py,True,"The answer correctly names EventSourceResponse in fastapi/sse.py, matching the expected file and symbol, with accurate supporting detail.",0.049968,0.043728,0.00624,0.043728,all,locate,false
q13,agentic,11142,539,0,0,4,False,end_turn,,11.068,2026-08-18T09:36:19Z,"The documentation example with three interdependent `yield` dependencies (`dependency_c` depending on `dependency_b`, which depends on `dependency_a`) is in the **""Sub-dependencies with `yield`""** section of `docs/en/docs/tutorial/dependencies/dependencies-with-yield.md` (lines 62–94). It references the code sample file `docs_src/dependencies/tutorial008_an_py310.py`, which defines `dependency_a`, `dependency_b`, and `dependency_c` as chained yield-based dependencies.",True,True,True,docs_src/dependencies/tutorial008_an_py310.py,True,"The answer names the expected file docs_src/dependencies/tutorial008_an_py310.py and the three symbols dependency_a, dependency_b, dependency_c, plus accurate extra detail about the docs section.",0.033994,0.027674,0.00632,0.027674,all,locate,false
q22,stuffed,30,1155,0,960096,1,False,end_turn,,11.255,2026-08-18T09:36:35Z,"In `fastapi/dependencies/utils.py`, the `solve_dependencies` function converts the request into endpoint keyword arguments by calling:

1. **`request_params_to_args()`** — called four times, once each for `dependant.path_params` (against `request.path_params`), `dependant.query_params` (against `request.query_params`), `dependant.header_params` (against `request.headers`), and `dependant.cookie_params` (against `request.cookies`). The resulting dicts are merged into `values`, and errors are accumulated.

2. **`request_body_to_args()`** — called (as an `await`) only if `dependant.body_params` is non-empty, passing `body_fields=dependant.body_params`, `received_body=body`, and `embed_body_fields=embed_body_fields`. This produces the body-derived values/errors.

Additionally, for each sub-dependency in `dependant.dependencies`, `solve_dependencies` recurses into itself (`await solve_dependencies(...)`) to resolve nested dependency values, and then invokes the dependency callable itself — either directly (`await call(**solved_result.values)`), via `run_in_threadpool` for sync callables, or via `_solve_generator()` for generator/async-generator dependencies (which wraps the call in `contextmanager`/`asynccontextmanager` and enters it on the appropriate `AsyncExitStack`).

So the two core ""request → args"" conversion helpers are `request_params_to_args` and `request_body_to_args`, both defined in `fastapi/dependencies/utils.py`.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names fastapi/dependencies/utils.py and identifies request_params_to_args and request_body_to_args as the conversion helpers called by solve_dependencies, matching the expected symbols with accurate detail.",0.211639,0.203629,0.00801,1.931802,all,trace,true
q12,parametric,122,354,0,0,1,False,end_turn,,4.716,2026-08-18T09:36:51Z,"The unit tests for `jsonable_encoder` are located in **`tests/test_jsonable_encoder.py`** in the FastAPI repository.

This file contains test cases that exercise the `jsonable_encoder` function (defined in `fastapi/encoders.py`), covering scenarios such as encoding of:
- Pydantic models
- Dataclasses
- Enums
- datetime/date/time/timedelta objects
- UUID, Decimal, and other special types
- Nested structures (dicts, lists, sets)
- Custom encoders via the `custom_encoder` parameter
- `include`/`exclude` parameters

If you need the exact test function names or more granular details, I'd need direct access to the file contents to confirm current test names, but the file path itself (`tests/test_jsonable_encoder.py`) is stable across FastAPI versions.",True,True,True,tests/test_jsonable_encoder.py,True,"The answer names the expected file tests/test_jsonable_encoder.py and correctly references the jsonable_encoder function in fastapi/encoders.py, matching the expected location and symbol.",0.010279,0.003784,0.006495,0.003784,all,locate,false
q16,indexed,11508,461,0,0,3,False,end_turn,,22.83,2026-08-18T09:36:59Z,"`APIRoute.get_route_handler` (in `fastapi/routing.py`) returns the result of `get_request_handler(...)`, which is an async callable of type `Callable[[Request], Coroutine[Any, Any, Response]]` — i.e., a coroutine function that takes a Starlette `Request` and returns a `Response`, built from the route's dependant, body field, status code, response class/model settings, dependency overrides, etc.

In `APIRoute.__init__` (`fastapi/routing.py`, line ~1223), this returned handler is wrapped by Starlette's `request_response` function: 

```python
self.app = request_response(self.get_route_handler())
```

So `request_response` (from Starlette, imported in `fastapi/routing.py`) wraps the coroutine handler returned by `get_route_handler` into an ASGI application, which is stored as `self.app` and used to actually serve requests for that route.",True,True,True,fastapi/routing.py,True,"The answer correctly identifies get_route_handler in fastapi/routing.py returning get_request_handler's async Request->Response callable, wrapped by Starlette's request_response into self.app.",0.034296,0.027626,0.00667,0.027626,all,trace,true
q14,agentic,11014,446,0,0,3,False,end_turn,,8.955,2026-08-18T09:37:26Z,"The script is `scripts/docs.py`, a Typer CLI. It contains:

- `build_lang`, `build_all`, `build_zensical_lang_to_stage`, `copy_zensical_stage_to_site`, etc. — commands that build the (Zensical-based) documentation site into `./site/`.
- `generate_readme` command (with helper `generate_readme_content`) — regenerates `README.md` from `docs/en/docs/index.md`, injecting the sponsors section and stripping mkdocs-only content/header permalinks.

So `scripts/docs.py` is the single script responsible for both building the docs site and regenerating the README.",True,True,True,scripts/docs.py,True,"The answer names scripts/docs.py and both expected symbols (generate_readme, build_lang), accurately describing the docs site build and README regeneration.",0.032308,0.026488,0.00582,0.026488,none,locate,false
