qid,arm,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,turns,hit_turn_cap,stop_reason,error,wall_clock_s,started_at,answer,any_file_hit,all_files_hit,symbol_hit,matched_files,judge_correct,judge_reason,cost_total_billed,cost_agent_billed,cost_judge_billed,cost_uncached_list,in_stuffed_prefix,difficulty,scaling_subset,size_point,corpus_tokens,corpus_files
q31,indexed,8823,552,0,0,2,False,end_turn,,7.189,2026-08-18T12:06:37Z,"The 422 response for a `RequestValidationError` is formatted by `request_validation_exception_handler`, defined in `fastapi/exception_handlers.py:22-27`:

```python
async def request_validation_exception_handler(
    request: Request, exc: RequestValidationError
) -> JSONResponse:
    return JSONResponse(
        status_code=422,
        content={""detail"": jsonable_encoder(exc.errors())},
    )
```

It's registered on the `FastAPI` application in `fastapi/applications.py`, inside `FastAPI.__init__` (around lines 1000-1004), where the app's `exception_handlers` dict gets a default mapping:

```python
self.exception_handlers.setdefault(
    RequestValidationError, request_validation_exception_handler
)
```

This ties the `RequestValidationError` exception class to that handler by default for every `FastAPI` instance, unless overridden (e.g., via `@app.exception_handler(RequestValidationError)` which calls `add_exception_handler`, also defined in `fastapi/applications.py`).",True,True,True,fastapi/exception_handlers.py;fastapi/applications.py,True,"The answer names request_validation_exception_handler in fastapi/exception_handlers.py and its default registration for RequestValidationError in FastAPI.__init__ in fastapi/applications.py, matching expected files and symbols.",0.030526,0.023166,0.00736,0.023166,all,multi_hop,true,S,259429,55
q01,agentic,8467,716,0,0,4,False,end_turn,,13.031,2026-08-18T12:06:49Z,"The core resolution logic lives in `fastapi/dependencies/utils.py`, in the async function `solve_dependencies` (starting at line 586). It recursively walks a `Dependant`'s `dependencies` list, resolves each sub-dependency (handling overrides, caching via `dependency_cache`, generator/async-generator dependencies registered onto exit stacks, security scopes, etc.), and returns a `SolvedDependency` containing the resolved keyword-argument values, errors, background tasks, and response.

This function is invoked when actually handling a request/websocket, in `fastapi/routing.py`:
- `get_request_handler`'s inner `app` function (around line 481) for HTTP routes,
- the websocket request handler (around line 783),
- and `APIRoute._solve_dependencies`/`_run_route_handler` machinery around lines 2193–2234, which sets up the `AsyncExitStack`s (`fastapi_inner_astack`/`fastapi_function_astack`) required by `solve_dependencies`.

So while `routing.py` triggers dependency resolution as part of handling each incoming request, the actual resolution algorithm is implemented in `fastapi/dependencies/utils.py:solve_dependencies`.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names fastapi/dependencies/utils.py's solve_dependencies as the actual resolution logic, matching expected file and symbol, with accurate supporting detail about routing.py callers.",0.031294,0.024094,0.0072,0.024094,all,locate,true,S,259429,55
q06,indexed,10235,533,0,0,2,False,end_turn,,9.205,2026-08-18T12:07:07Z,"The helper is `is_body_allowed_for_status_code` defined in `fastapi/utils.py` (lines 26–40).

It returns `True` if the status code is `None` or one of the OpenAPI pattern placeholders (`""default""`, `""1XX""`–`""5XX""`), and otherwise converts the code to an `int` and returns `False` for codes `< 200` or in `{204, 205, 304}` (i.e., informational, no-content, reset-content, and not-modified responses, which per HTTP semantics must not carry a body).

This helper is used throughout the codebase to enforce that behavior, e.g.:
- `fastapi/exception_handlers.py` (`http_exception_handler`) — strips the body from error responses for such status codes.
- `fastapi/routing.py` — clears `response.body` when serializing responses (`get_request_handler`) and asserts that `response_model`/additional responses aren't declared for bodyless status codes.
- `fastapi/openapi/utils.py` — decides whether to add response content schemas to the generated OpenAPI spec for a given status code.",True,True,True,fastapi/utils.py,True,"The answer names is_body_allowed_for_status_code in fastapi/utils.py, matching the expected file and symbol, with accurate behavioral detail and usage sites.",0.03259,0.0258,0.00679,0.0258,all,locate,true,S,259429,55
q37,agentic,72695,2114,0,0,9,False,end_turn,,31.903,2026-08-18T12:07:20Z,"Now I have enough to write the answer.

## Answer

A parameter typed as `SecurityScopes` is populated in two phases:

**1. Building the dependency tree (`fastapi/dependencies/utils.py`)**

- When a dependency is declared via `Security(dependency, scopes=[...])` (see `fastapi/param_functions.py::Security`, which returns a `params.Security` instance — a subclass of `params.Depends` that carries a `scopes` list), `get_dependant()` inspects each sub-dependency's `Depends`/`Security` instance. If it's a `params.Security` with `scopes`, those scopes become that sub-dependant's `own_oauth_scopes`, and the scopes accumulated so far (`parent_oauth_scopes` + `own_oauth_scopes` of the caller) are passed down as `parent_oauth_scopes` (`fastapi/dependencies/utils.py`, lines ~290, 318–330). This same logic is applied for path-operation-level, ""parameterless"" security dependencies in `get_parameterless_sub_dependant` (`fastapi/dependencies/utils.py:132-144`).
- Separately, when scanning a dependency's own parameters, `analyze_param`/`add_non_field_param_to_dependency` detects any parameter annotated as `SecurityScopes` and records its name on the `Dependant` as `security_scopes_param_name` (`fastapi/dependencies/utils.py:368-370`, also asserted at line ~484). This marking is independent of the scope values themselves — it just flags ""this dependency wants the accumulated scopes injected.""

**2. Resolving values (`fastapi/dependencies/utils.py::solve_dependencies`)**

- While solving dependencies at request time, for each dependant that has `security_scopes_param_name` set, FastAPI computes the full scope list via `_get_oauth_scopes(dependant=dependant)` (`fastapi/dependencies/models.py:71-79`), which concatenates `dependant.parent_oauth_scopes` and `dependant.own_oauth_scopes` (deduplicated, order-preserving).
- It then constructs `SecurityScopes(scopes=<that list>)` and stores it in `values[dependant.security_scopes_param_name]` (`fastapi/dependencies/utils.py:721-724`), so it gets passed as the argument when the dependency callable is invoked.

So effectively: `Security(...)`'s `scopes` argument propagates down through nested dependencies as `own_oauth_scopes`/`parent_oauth_scopes` on each `Dependant` node (`fastapi/dependencies/utils.py`, `fastapi/dependencies/models.py`), and any dependency function that declares a `SecurityScopes`-typed parameter automatically receives a `SecurityScopes` instance containing the union of all scopes accumulated from its own `Security(...)` declaration and those of its ancestors in the dependency tree.",True,False,True,fastapi/dependencies/utils.py,True,"It correctly identifies get_dependant marking security_scopes_param_name, Security/params.Security carrying scopes, and solve_dependencies injecting a SecurityScopes instance; missing oauth2.py naming is minor.",0.182105,0.16653,0.015575,0.16653,all,multi_hop,true,S,259429,55
q22,indexed,9856,709,0,0,2,False,end_turn,,10.909,2026-08-18T12:07:57Z,"In `fastapi/dependencies/utils.py`, `solve_dependencies` builds the endpoint's keyword-argument dict (`values`) by calling several helper functions on the incoming `Request`/`WebSocket`:

1. **`request_params_to_args`** – called four times to extract `dependant.path_params`, `dependant.query_params`, `dependant.header_params`, and `dependant.cookie_params` from `request.path_params`, `request.query_params`, `request.headers`, and `request.cookies` respectively.
2. **`request_body_to_args`** – awaited when `dependant.body_params` is non-empty, converting the parsed request `body` into keyword args (handling the `embed_body_fields` flag).
3. It also recursively calls **`solve_dependencies`** itself for each `sub_dependant` in `dependant.dependencies` to resolve nested `Depends(...)` values, and uses **`_solve_generator`** to handle generator/async-generator dependencies (registering them on the appropriate `AsyncExitStack`).
4. Special request-derived objects are inserted directly into `values` for parameters like `http_connection_param_name`, `request_param_name`/`websocket_param_name`, `background_tasks_param_name`, `response_param_name`, and `security_scopes_param_name` (the latter using `_get_oauth_scopes`).

All of these results are merged into the `values` dict and returned inside a `SolvedDependency` object, which is what `fastapi/routing.py`'s route-handling code (`app`, `_solve_dependencies`, `get_websocket_app`, etc.) unpacks with `**solved_result.values` to call the actual endpoint function.",True,True,True,fastapi/dependencies/utils.py,True,"It names fastapi/dependencies/utils.py and the expected helpers request_params_to_args and request_body_to_args used by solve_dependencies, with accurate supporting detail.",0.036532,0.026802,0.00973,0.026802,all,trace,true,S,259429,55
q02,agentic,2394,171,0,0,2,False,end_turn,,4.752,2026-08-18T12:08:13Z,"The function is `jsonable_encoder` defined in `fastapi/encoders.py`. It recursively converts arbitrary Python objects (Pydantic models, dataclasses, enums, datetimes, sets, etc.) into JSON-compatible types (dict, list, str, int, float, bool, None) before FastAPI serializes them into a response.",True,True,True,fastapi/encoders.py,True,The answer correctly names jsonable_encoder in fastapi/encoders.py and accurately describes its recursive conversion of Python objects into JSON-compatible types.,0.012033,0.006498,0.005535,0.006498,all,locate,true,S,259429,55
q02,indexed,9954,380,0,0,2,False,end_turn,,9.176,2026-08-18T12:08:21Z,"The function is **`jsonable_encoder`**, defined in `fastapi/encoders.py`.

It takes an arbitrary Python object (`obj`) and recursively converts it into JSON-compatible types (dicts, lists, strings, numbers, `None`, etc.), handling special cases such as Pydantic `BaseModel` instances, dataclasses, `Enum`, `PurePath`, dictionaries, and various iterable types (`list`, `set`, `frozenset`, `GeneratorType`, `tuple`, `deque`). It also supports custom encoders and type-based encoder maps (`ENCODERS_BY_TYPE`), falling back to `dict(obj)` or `vars(obj)` for arbitrary objects.

FastAPI uses this internally (as its docstring states) ""to make sure anything you return can be encoded as JSON before it is sent to the client,"" i.e., before serializing path operation return values into the HTTP response.",True,True,True,fastapi/encoders.py,True,The answer correctly names jsonable_encoder in fastapi/encoders.py with accurate behavioural details matching the expected file and symbol.,0.030038,0.023708,0.00633,0.023708,all,locate,true,S,259429,55
q17,agentic,25773,1040,0,0,6,False,end_turn,,18.07,2026-08-18T12:08:35Z,"The handler in `fastapi/routing.py` (`get_request_handler`, in its inner `app` function) invokes the endpoint and serializes its result via two dedicated module-level helpers:

- **`run_endpoint_function`** (fastapi/routing.py, line 344) — called at line 706 as `raw_response = await run_endpoint_function(dependant=dependant, values=solved_result.values, is_coroutine=is_coroutine)`. Internally it either `await`s `dependant.call(**values)` directly (for coroutine endpoints) or runs it via `run_in_threadpool(dependant.call, **values)` for sync endpoints.

- **`serialize_response`** (fastapi/routing.py, line 301) — called at line 727 as `content = await serialize_response(field=response_field, response_content=raw_response, ...)`. It validates the raw response against the route's `response_field` (using `field.validate`, run in a thread pool if the endpoint is synchronous) and then serializes it with `field.serialize_json`/`field.serialize`; if there is no response field, it falls back to `jsonable_encoder(response_content)`.

(Note: for streaming/SSE responses the handler takes a different path, calling `dependant.call(**solved_result.values)` directly to get a generator and serializing individual items with an inline `_serialize_data`/`_serialize_sse_item` helper rather than `serialize_response`.)",True,True,True,fastapi/routing.py,True,"The answer names fastapi/routing.py with get_request_handler calling run_endpoint_function and serialize_response, matching the expected files and symbols with accurate extra detail.",0.069366,0.061946,0.00742,0.061946,all,trace,true,S,259429,55
q03,indexed,9559,420,0,0,2,False,end_turn,,6.767,2026-08-18T12:08:57Z,"The handler is `request_validation_exception_handler`, defined in `fastapi/exception_handlers.py` (lines 22-27):

```python
async def request_validation_exception_handler(
    request: Request, exc: RequestValidationError
) -> JSONResponse:
    return JSONResponse(
        status_code=422,
        content={""detail"": jsonable_encoder(exc.errors())},
    )
```

It is registered as the default handler for `RequestValidationError` in `fastapi/applications.py`, within `FastAPI.__init__`:

```python
self.exception_handlers.setdefault(
    RequestValidationError, request_validation_exception_handler
)
```

(see `fastapi/applications.py` around lines 1000-1005, imported from `fastapi.exception_handlers` at the top of the file).",True,True,True,fastapi/exception_handlers.py,True,"The answer names the expected file fastapi/exception_handlers.py and symbol request_validation_exception_handler, with accurate extra detail about its registration in applications.py.",0.029613,0.023318,0.006295,0.023318,all,locate,true,S,259429,55
q31,agentic,6518,702,0,0,3,False,end_turn,,10.275,2026-08-18T12:09:10Z,"## Answer

The 422 response for request validation errors is formatted by **`request_validation_exception_handler`**, defined in `fastapi/exception_handlers.py`. It builds a `JSONResponse` with `status_code=422` and a body of `{""detail"": jsonable_encoder(exc.errors())}`.

It is registered on the `FastAPI` application in `fastapi/applications.py`, inside `FastAPI.__init__` (around line 1000-1006), where the app's `exception_handlers` dict is populated:

```python
self.exception_handlers.setdefault(
    RequestValidationError, request_validation_exception_handler
)
```

This makes it the default handler for `fastapi.exceptions.RequestValidationError` (which is raised, e.g., in `fastapi/routing.py` when parameter/body validation fails), unless the user overrides it by passing their own `exception_handlers` argument to `FastAPI()`.

There is also a corresponding handler for WebSocket validation errors, `websocket_request_validation_exception_handler` (same file), registered right after it for `WebSocketRequestValidationError`.",True,True,True,fastapi/exception_handlers.py;fastapi/applications.py,True,"The answer correctly names request_validation_exception_handler in fastapi/exception_handlers.py and its registration for RequestValidationError in FastAPI.__init__ in fastapi/applications.py, matching expected files and symbols.",0.027531,0.020056,0.007475,0.020056,all,multi_hop,true,S,259429,55
