qid,arm,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,turns,hit_turn_cap,stop_reason,error,wall_clock_s,started_at,answer,any_file_hit,all_files_hit,symbol_hit,matched_files,judge_correct,judge_reason,cost_total_billed,cost_agent_billed,cost_judge_billed,cost_uncached_list,in_stuffed_prefix,difficulty,scaling_subset,size_point,corpus,corpus_tokens,corpus_files
agentic_hil_q16,indexed,9338,1446,0,0,2,False,end_turn,,15.56,2026-09-15T20:09:33Z,"## `HardwareLease.quarantine` vs `HardwareLease.release`

Both are defined in `src/agentic_hil/coordination.py` on the `HardwareLease` class (lines ~477-479):

```python
def release(self, *, safe_state_confirmed: bool = True, processes_reaped: bool = True, audit_ok: bool = True) -> bool:
    return self.coordinator.release_lease(
        self, safe_state_confirmed=safe_state_confirmed,
        processes_reaped=processes_reaped, audit_ok=audit_ok,
    )

def quarantine(self, reason: str, error: object | None = None, *, audit_broken: bool = False) -> None:
    self.coordinator.quarantine_lease(self, reason, error, audit_broken=audit_broken)
```

Both are thin delegations onto the owning `HardwareCoordinator`, but they represent opposite outcomes for the lease:

### `release()`
- Calls `HardwareCoordinator.release_lease` (`coordination.py`), which attempts to give the hardware back cleanly.
- It first checks the lease is valid and, if not already `active`, whether it's `_release_retryable`.
- The caller supplies attestations (`safe_state_confirmed`, `processes_reaped`, `audit_ok`). **If any of these is false**, `release_lease` itself calls `_quarantine_registered_lease` with an appropriate reason (`safe_state_unconfirmed`, `process_reap_unconfirmed`, or `audit_broken`) and returns `False` — i.e., a ""release"" with unmet attestations degrades into a quarantine.
- If all attestations hold, the lease transitions to `""releasing""`, and the coordinator tries to durably persist the release (`_persist_lease(..., state=""released"")`), free the associated locks, and update the project/incident bookkeeping (clearing the lease's resources from the incident set unless a residual incident remains). If that persistence itself fails, the release **fails closed**: rather than silently succeeding, it re-quarantines the bench under a `lease_release_unconfirmed` incident (per the comment in `tools.py`).
- Returns `True`/`False` indicating whether the release was actually confirmed.

### `quarantine(reason, error=None, *, audit_broken=False)`
- Calls `HardwareCoordinator.quarantine_lease`, which (after validating the lease) directly calls `_quarantine_registered_lease(lease, reason, error, audit_broken=audit_broken)`.
- This is a **deliberate, direct failure path**: it does not attempt a clean release at all. It immediately:
  - assigns/reuses a `quarantine_id`,
  - adds the lease's resources to `self.incident_resources`,
  - sets `lease.state = ""cleanup_required""`,
  - records the `reason`/`error` details into `lease.errors`,
  - sets `self.blocked = True`,
  - persists the lease and project state as `""cleanup_required""`, and re-normalizes any sibling quarantined lease markers.
- Returns `None` — there's no success/failure boolean, because quarantining is definitionally ""not released""; it always results in the bench being held.

### Key difference
- `release()` is the **happy-path exit**: it tries to hand the hardware back and only ends up quarantining as a side-effect if attestations fail or persistence can't be confirmed. It returns a boolean reflecting whether the release actually succeeded.
- `quarantine()` is an **explicit failure declaration**: callers use it when they already know something is wrong (e.g., a broken audit trail, an unconfirmed report write) and want to immediately open/extend an incident on the bench, without any attempt to release the resources. It always leaves the lease in `cleanup_required` state and blocks the coordinator.

There's also `record_cleanup_event`, distinct from both: it logs cleanup evidence into `lease.cleanup_events` (not `lease.errors`) *without* opening an incident, for situations where the next call's own success/failure will settle the ambiguity (see the docstring in `coordination.py`'s `record_cleanup_event`).",True,True,True,src/agentic_hil/coordination.py,True,"The answer names the correct file (src/agentic_hil/coordination.py) and symbols, and accurately contrasts quarantine's direct incident/cleanup_required path with release's attested, boolean-returning clean handback.",0.046321,0.033136,0.013185,0.033136,,trace,false,S,agentic_hil,1139248,49
agentic_hil_q16,agentic,34349,1823,0,0,6,False,end_turn,,23.111,2026-09-15T20:09:52Z,"Now I have enough to answer comprehensively.

## `HardwareLease.quarantine`

**Location:** `src/agentic_hil/coordination.py`, `HardwareLease.quarantine` (line 486), which delegates to `HardwareCoordinator.quarantine_lease` (line 1082) → `_quarantine_registered_lease` (line 2249).

`quarantine(reason, error=None, *, audit_broken=False)` **deliberately opens an incident** on the lease's resources instead of letting them go free:

- Assigns a shared `quarantine_id` for the coordinator (creating one if none exists) and stamps it onto the lease.
- Sets `lease.state = ""cleanup_required""`.
- Adds the lease's resources to `self.incident_resources` (the machine-wide/project-wide ""blocked"" set) and sets `self.blocked = True`.
- Appends an entry (reason, timestamp, quarantine_id, optional error type/summary) to `lease.errors` — this is what makes up the incident (as opposed to `record_cleanup_event`, which only writes to `cleanup_events` and never opens an incident).
- If `audit_broken` is true, marks `lease.audit_ok = False` and sets `self.audit_incident = True`.
- Persists the lease record and the project record as `""cleanup_required""`, and re-persists sibling quarantined lease markers if the incident's resource set grew.
- The lease is **not** removed from `self.leases`, its locks are **not** released, and the underlying resources stay held/blocked until something resolves the incident (e.g. `resolve_retryable_cleanup`, a later successful `release`, or operator/`stand_down` intervention).

## `HardwareLease.release`

`release(*, safe_state_confirmed=True, processes_reaped=True, audit_ok=True)` delegates to `HardwareCoordinator.release_lease` (line 990) and tries to **give the resources back cleanly**:

- If any of the three confirmation flags is false (or the lease's accumulated `audit_ok` is already false), it internally calls the same `_quarantine_registered_lease` helper with an appropriate reason (`""safe_state_unconfirmed""`, `""process_reap_unconfirmed""`, or `""audit_broken""`) and returns `False` — i.e., an unconfirmed release turns into a quarantine.
- Otherwise, it marks the lease `""releasing""`, persists it as `""released""`, updates the project record (to `""active""`, `""released""`, or `""cleanup_required""` depending on remaining leases/residual incidents), releases the lease's locks, releases the bench's machine-wide hold on `lease.bench_resources`, clears `lease.errors`/`quarantine_id`, removes the lease from `self.leases`, marks `lease.valid = False`, and recomputes `self.blocked`/clears incident state if nothing else is outstanding. Returns `True` on success.
- If persisting/releasing fails mid-way, it falls back to quarantining the lease with `LEASE_RELEASE_RETRY_REASON` so the failure becomes a retryable incident rather than a silent leak, and returns `False`.

## Key difference

`release` is the exit path that actually frees resources, locks, and the bench hold, ending the lease's registration — but it only does so if the caller can affirmatively confirm the hardware is in a safe state (`safe_state_confirmed`, `processes_reaped`, `audit_ok`). `quarantine` is the incident path: it keeps the lease registered and its resources blocked (`cleanup_required` state, shared `quarantine_id`, entry in `lease.errors`) precisely because that safety could not be confirmed, requiring later resolution (retry, operator recovery, or `stand_down`) rather than letting the resources be treated as free.",True,True,True,src/agentic_hil/coordination.py,True,"The answer identifies the correct file (src/agentic_hil/coordination.py) and symbols (HardwareLease.quarantine and .release), accurately describing quarantine's incident/blocked behavior versus release's resource-freeing path.",0.098903,0.086928,0.011975,0.086928,,trace,false,S,agentic_hil,1139248,49
agentic_hil_q18,indexed,28969,1287,0,0,3,False,end_turn,,20.723,2026-09-15T20:10:18Z,"## What `start_detached_run` does differently

`start_detached_run` (in `src/agentic_hil/runlifecycle.py`, lines 720–821) starts a plan in its **own separate process** instead of running the plan inline in the calling process, and it **returns as soon as the worker has published what it is doing rather than waiting for the plan to finish**:

- It mints a fresh handle (`new_run_handle()`), then calls `spawn_run_worker(...)`, which uses `spawn_detached_process` (`src/agentic_hil/process.py`) to launch `python -m agentic_hil test-reactor --run-handle <handle>` as a fully detached child — its own process group, no inherited console, not joined to this process's kill-on-close Job Object, and not in the caller's managed-process records, so it deliberately **outlives** the command that started it (unlike a foreground run, which executes the plan directly and blocks until it's done).
- Instead of waiting for a report, it polls the run's record file until the worker's state moves out of `RUN_STARTING` (i.e., it either starts running or reaches a terminal state), bounded by `worker_publish_window_s(wait_s)`. If the worker dies or hangs before publishing, it fails the start (`run_worker_failed` / `run_worker_unresponsive`) and, in the unresponsive case, plants a stop file for the possibly-still-alive worker via `_plant_stop_after_unresponsive`.
- If the worker reaches a terminal state before the window catches it ""running,"" the result is reported with the run's own verdict (`_detached_terminal_result`) rather than as a plain launch success.
- On success it returns immediately with `""detached"": True` and the handle, telling the caller to poll status/stop separately — a foreground run instead just runs the plan to completion in-process and returns the final result/report directly.

## What it writes so a later call can find the run again

The worker process it spawns registers itself via `RunRegistration.take` (same `runlifecycle.py`), which:

- Takes a lifetime lock at `lock_path(config, handle)` (a `.lock` file under the runs directory) so no other process can claim the same handle.
- Writes the first run record at `record_path(config, handle)` — `runs_directory(config) / ""<handle>.json""` — containing version, handle, name, `test_config_path`, `report_path`, `detached`, `pid`, and `started_at`, initially in the `RUN_STARTING` state, and keeps updating it (`state`, progress fields, `updated_at`) as the run proceeds via `_write`.
- Also writes worker output to `worker_log_path(config, handle)` (`<handle>.log`) beside the record, for diagnostics if the record can't be produced.

This record (found via `read_run_record`/`record_path`) is what later calls like `test-reactor-status` or `test-reactor-stop` (which writes a `<handle>.stop` file via `stop_path`) look up by the handle to find and interact with the detached run again.",True,True,True,src/agentic_hil/runlifecycle.py,True,"Names start_detached_run in runlifecycle.py, spawn_run_worker's detached process, and the per-handle JSON run record at record_path used for later status/stop lookups.",0.084393,0.070808,0.013585,0.070808,,trace,false,S,agentic_hil,1139248,49
agentic_hil_q07,agentic,6635,179,0,0,2,False,end_turn,,3.732,2026-09-15T20:10:44Z,"The pytest plugin is defined in `src/agentic_hil/pytest_plugin.py`. It provides the `agentic_hil` fixture (see the `agentic_hil()` fixture function, backed by the internal `_agentic_hil_service` fixture and `agentic_hil_config` fixture, all in that same file).",True,True,True,src/agentic_hil/pytest_plugin.py,True,"The answer names the correct file, src/agentic_hil/pytest_plugin.py, and identifies the agentic_hil and agentic_hil_config fixtures within it.",0.020665,0.01506,0.005605,0.01506,,locate,false,S,agentic_hil,1139248,49
agentic_hil_q24,indexed,16422,1267,0,0,2,False,end_turn,,17.425,2026-09-15T20:10:50Z,"A running server never watches the file automatically — it never gets picked up ""for free."" An edit lands only when an explicit, in-band tool call re-reads the file, and only a subset of the config is actually adopted.

**How the pickup works**

- A server parses the config once at startup (`load_authoritative_config`) and keeps enforcing that in-memory document, permissions included, until it exits. Editing the file on disk changes nothing by itself.
- To pick up a device-description change without a full restart, something must call the `project_config_reload_description` MCP tool (or, from the CLI, `agentic-hil config-reload` for a dry-run preview only — the CLI itself never holds a live server, per `cli.py: config_reload`).
- The actual work is `HardwareCoordinatorService.reload_description` in `src/agentic_hil/tools.py`, which delegates the decision to `reload_description()` in `src/agentic_hil/configreload.py`. That function:
  - re-reads the file the same way startup does (`load_authoritative_config`), enforcing the same authoritative-path/pinning/probe-ownership checks,
  - refuses if the newly-resolved authoritative file isn't the same path the server originally loaded (`_relocated_refusal`),
  - otherwise builds a merged config (`revalidate_permission_dependent_pinning(merged)`), swapping in only `target`, `debuggers`, `com_ports`, `can_buses` (each minus its `permissions:` block) — everything else (all `permissions`, `version`, `workspace_root`, `state_root`, `debug`, `artifacts`, `validation`, `recovery`, `reports`, `logs`) is left untouched and still needs a restart (`knowledge.py`, ""What still needs a restart, by name"").
  - The swap itself happens in `HardwareCoordinatorService._swap_config` under the same lifecycle lock all dispatch calls use, so no call is mid-read while `self.config` changes; collaborators like `ComPortService.reconfigure` / `CanBusService.reconfigure` (`comports.py`, `can.py`) then drop any session whose device entry disappeared or changed.

**What refuses the reload while a run is open**

`reload_description()` checks `open_holds` (and a standing quarantine) before doing anything else:

```python
if open_holds:
    return None, _open_run_refusal(existing, open_holds)
if quarantine:
    return None, _quarantine_refusal(existing, quarantine)
```
(`src/agentic_hil/configreload.py`)

`open_holds` comes from `HardwareCoordinatorService.open_hardware_holds()`, which reports any declared run, open COM/CAN session, or debug session currently held by the coordinator. If any exist, `_open_run_refusal` returns an `ok: false` result with `error_type = config_reload_in_open_run`, and nothing is re-read or swapped — the rationale (documented in `knowledge.py`'s `ERROR_REMEDIES[""config_reload_in_open_run""]`) is that open holds name devices by their config entry, and re-reading the description mid-run could repoint a held name at a different physical board. The same reasoning is echoed as inline comments in `comports.py`/`can.py`'s `reconfigure`, noting the swap loop is otherwise unreachable while any session is open because the reload would already have been refused.",True,False,True,src/agentic_hil/configreload.py,True,"Answer correctly identifies configreload.py's reload_description and the _open_run_refusal guard on open holds, matching the primary expected location despite omitting configstate.config_status.",0.060494,0.045514,0.01498,0.045514,,multi_hop,false,S,agentic_hil,1139248,49
agentic_hil_q03,agentic,7962,287,0,0,2,False,end_turn,,5.468,2026-09-15T20:11:12Z,"The broker is implemented in `src/agentic_hil/canbroker.py`. It defines the `CANBroker` class (the process that owns the physical adapter and holds the machine-wide bus lock) and `Participant`/`attach_participant` machinery that lets multiple client processes share the bus through named ""views"" instead of racing for the device — one process runs the broker, others attach as participants over a local socket.",True,True,False,src/agentic_hil/canbroker.py,True,"It names the correct file and the broker class (minor capitalization difference), correctly describing multi-process sharing of one CAN adapter, despite extra unverified detail.",0.029409,0.018794,0.010615,0.018794,,locate,true,S,agentic_hil,1139248,49
agentic_hil_q38,indexed,50255,1983,0,0,3,False,end_turn,,26.455,2026-09-15T20:11:22Z,"## How `uart_expect` decides a match

`uart_expect` is handled by `UartRunner._uart_expect` (`src/agentic_hil/test_reactor.py:1678`), which picks whichever of the two schema fields the plan supplied — `text` or `pattern` (`UartRunner.expect_fields`) — and hands it to `UartRunner._expect` (`test_reactor.py:1750`).

`_expect` builds a matcher via `UartRunner._matcher` (`test_reactor.py:1737`):
- for `text`, the matcher is a literal substring test (`expected in decoded`)
- for `pattern`, it's `re.compile(expected).search`, applied with `re.search` semantics (unanchored unless the plan writes `^`)

The actual polling/waiting loop is `UartRunner._read_until` (`test_reactor.py:1795`), which is shared with `uart_read`'s comparator path:
- It repeatedly calls the `com_read` tool, the same tool an agent would call by hand, waiting out whatever remains of the step's `timeout_s`.
- Each returned chunk (hex-encoded bytes) is appended to a rolling `bytearray` buffer (`received`), trimmed to a bounded `window` size (`max(UART_EXPECT_TAIL_BYTES, 4*len(written)+16)`), so state persists across reads rather than judging isolated chunks — this is what lets a match spanning two reads still succeed.
- On every pass, the buffer is decoded (`decode_bytes`, errors=""replace"") and tested by the matcher. The matcher is invoked with a `final` flag that's only true once the deadline has passed, letting an unterminated final read still settle a claim (see `decoded_equals` for why: a value with no trailing newline can only be judged once nothing more is coming).
- If the matcher returns true, the loop returns a `UartReadOutcome(matched=True, ...)`; if the deadline expires first, `matched=False` with a tail of the last bytes seen; if `com_read` itself fails, that failure is returned directly (not treated as a timeout).

`_expect` then reports `ok: True`/`ok: False` using the per-kind summary sentences from `UART_EXPECT_SUMMARIES` (distinguishing ""expected text"" vs ""expected pattern"" failures), plus `bytes_received` and `reads` counts. On timeout it also merges in `outcome.tail_result` — the last `UART_EXPECT_TAIL_BYTES` bytes actually received — so a red result shows what the port really said.

## Recovering the raw wire bytes behind the match

Because the buffer is decoded with `errors=""replace""` for matching, that decode is lossy/irreversible (invalid bytes become `�`, some codecs add state), so the code never re-encodes the matched *string* to get ""the bytes that matched."" Instead:

1. The matcher (`_matcher`/`StepComparator.matches`) records where in the decoded string it matched as a character span (`matched_span`), stored on the comparator/matcher object itself (accessed via `getattr(getattr(matches, ""__self__"", None), ""matched_span"", None)` in `_read_until`, `test_reactor.py:1845`).
2. That span is passed to `matched_span_bytes(raw, encoding, span)` in `src/agentic_hil/comports.py:1625`, which slices the **actual raw receive buffer** (`raw = bytes(received)`) rather than re-encoding the decoded text.
3. `matched_span_bytes` builds a character-index → byte-offset map by feeding `received` through an incremental decoder one byte at a time, pinning each produced character to the exact byte run that produced it (even under `errors=""replace""`). It then:
   - Verifies the reconstructed decode matches `decode_bytes(received, encoding)` (the same one-shot decode used for matching), else returns `None`.
   - Refuses to return a slice if the span starts/ends inside a multi-character emission from a stateful codec (e.g., UTF-7, ISO-2022-JP) where the interior byte boundary can't be recovered (the `ambiguous` set).
   - Double-checks the candidate slice decodes, on its own, back to exactly the matched substring — catching codecs that carry shift-state, where the same bytes decode differently depending on prior context.
   - Returns `None` (byte evidence omitted, text-only match kept) whenever any of these checks fail, rather than fabricating wire bytes.

The result (`matched_raw`) is stored on `UartReadOutcome.matched_raw` and surfaced in the step's JSON result as `matched_text.hex` alongside the decoded text (`UartReadOutcome.matched_result`, `test_reactor.py:423`), giving the same `{hex, text, encoding}` evidence shape used for the raw tail on a failed match — so a green result never attests to wire bytes the port didn't actually send.",True,True,True,src/agentic_hil/test_reactor.py;src/agentic_hil/comports.py,True,"Answer identifies UartRunner/_expect matching via StepComparator matcher in test_reactor.py and byte recovery via decode_bytes and matched_span_bytes in comports.py, matching expected files and symbols.",0.134235,0.12034,0.013895,0.12034,,multi_hop,false,S,agentic_hil,1139248,49
agentic_hil_q38,agentic,112397,4531,0,0,9,False,end_turn,,58.193,2026-09-15T20:11:51Z,"## How `uart_expect` decides a match

`uart_expect` is implemented by `UartRunner._uart_expect` → `UartRunner._expect` → `UartRunner._read_until` (`src/agentic_hil/test_reactor.py`).

1. **Which claim it's judging.** A step carries exactly one of `text`/`pattern` (enforced by the schema's `oneOf` and checked in `_uart_expect`), and `UartRunner._matcher` turns that into a predicate: `text` is a plain substring check (`expected in decoded`), `pattern` is `re.search(expected, decoded)` compiled once per step (it already compiled cleanly at preflight, per `_pattern_refusal`).

2. **How it decides ""the line said what was expected.""** `_read_until` repeatedly calls the same `com_read` tool an agent would call by hand, one call per pass, waiting out whatever remains of the step's `timeout_s` deadline. Each pass's `hex` payload is turned into bytes and appended to a rolling `bytearray` buffer (`received`), which is trimmed to a bounded `window` (at least `UART_EXPECT_TAIL_BYTES` = 512, or wide enough for `4 * len(expected) + 16`). On every pass the whole current buffer is decoded (`decode_bytes`, `errors=""replace""`, using the encoding `com_read` reports) and the matcher is applied to that **decoded window as a whole**, never to just the newest chunk — this is what lets a banner or match that straddles two separate reads still be recognized. The check happens before checking whether the deadline expired, so the very last pass (once time is out) still gets a look, which is what lets an un-terminated final value still be judged.

3. **Success/failure.** If the matcher returns true, the step is `ok: True` with a summary from `UART_EXPECT_SUMMARIES` (""Expected text/pattern appeared/matched…""), plus `bytes_received`/`reads` counters. If the deadline passes with no match, it fails with `error_type: ""uart_expect_timeout""` and the corresponding ""did not appear"" summary, plus `**outcome.tail_result`.

## Recovering the raw wire bytes

- The buffer `_read_until` accumulates (`received`) is real wire bytes taken from `com_read`'s hex payload (`bytes.fromhex(data.get(""hex""))`), never bytes re-derived from decoded text — this matters because `decode_bytes` decodes with `errors=""replace""`, which is lossy/irreversible.
- On a **timeout**, the evidence returned is `received_tail`: the last `UART_EXPECT_TAIL_BYTES` bytes of that raw buffer, packaged by `UartReadOutcome.tail_result` via `data_result(tail, encoding)` (`src/agentic_hil/comports.py`), which reports `{hex, text, encoding}` — the `hex` is a direct slice of the raw buffer, not a re-encoding.
- For a matched `uart_expect` (text/pattern), the matcher used is a bare closure with no `matched_span`, so `_read_until`'s check `getattr(getattr(matches, ""__self__"", None), ""matched_span"", None)` finds nothing and `matched_raw` stays `None` — a successful `uart_expect` therefore reports only `bytes_received`/`reads`, not the exact matched bytes.
- The byte-exact match recovery (`matched_span_bytes` in `src/agentic_hil/comports.py`) is instead exercised by the sibling `uart_read` action's `comparator:` path (`UartRunner._compare`, using `StepComparator`), whose `matches()` method (`equals`/`pattern`/`range` in `test_reactor.py`) records a character `matched_span` in the decoded window; `matched_span_bytes` then walks an incremental decoder over the raw buffer byte-by-byte to map that character span back to the exact wire-byte run, returning `None` if the span can't be pinned to unambiguous bytes (so the report never fabricates bytes the port didn't send).",True,True,True,src/agentic_hil/test_reactor.py;src/agentic_hil/comports.py,False,"It denies uart_expect uses StepComparator/matched_span_bytes, claiming matched raw bytes are never recovered for uart_expect, contradicting the expected matching and byte-span recovery behaviour.",0.299324,0.270104,0.02922,0.270104,,multi_hop,false,S,agentic_hil,1139248,49
agentic_hil_q08,indexed,41564,1012,0,0,3,False,end_turn,,15.552,2026-09-15T20:13:00Z,"## Answer

The `BenchMutex` class in **`src/agentic_hil/bench.py`** arbitrates exclusive access to a ""bench"" (a set of physical hardware devices/resources).

Its `acquire()` method (`src/agentic_hil/bench.py:365-395`) is all-or-nothing over sorted physical resource names: a caller either holds every requested resource or none of them, and it raises `DeviceBusyError` naming the current holder when a resource is already taken by someone else. There's also `acquire_named()` for locking a single named machine-wide resource (used for pseudo-resources like the debugger-discovery lock).

**What a successful caller gets back**: `acquire()` returns a `list[str]` — specifically, the list of resource names that call *newly took* (an already-held device contributes nothing to that list). It does not hand back a token/context-manager object; the caller instead keeps the `BenchMutex` instance itself and later calls `release()`/`release_all()` on it to give the devices back. `acquire_named()` similarly returns a `bool` indicating success.

Higher-level wrappers build on this the same way:
- `Device.acquire(bench)` (`src/agentic_hil/devices.py`) returns a `bool` — whether this call newly took the key.
- `DeviceSet.acquire(bench)` (`src/agentic_hil/devices.py`) returns the `list[str]` of newly-taken keys, delegating straight to `BenchMutex.acquire`.

So the arbitration lives entirely in `BenchMutex` (`src/agentic_hil/bench.py`), and what it hands back on success is the list of resource names it newly locked for that caller (or a bool for `acquire_named`) — with the mutex object itself, not a separate handle, being what the caller retains to later release the hold.",False,False,False,,False,"The answer names BenchMutex in bench.py returning a list of resource names, not the expected HardwareCoordinator/HardwareLease in coordination.py, so it identifies the wrong module and returned object.",0.101568,0.093248,0.00832,0.093248,,locate,false,S,agentic_hil,1139248,49
agentic_hil_q22,agentic,188171,2892,0,0,12,False,end_turn,,39.314,2026-09-15T20:13:18Z,"I now have the full picture to answer.

## Answer

A frame does **not** travel process-to-process. It travels through a single **broker process per bus**, which is the only thing that ever touches the physical/virtual CAN adapter (`src/agentic_hil/canbroker.py`).

**How each side connects:**
- Both processes call `attach_participant()` (`canbroker.py`), which takes a per-participant bench lock, finds/starts the one broker for that `can_buses` entry, and connects to it over a local `multiprocessing.connection` IPC channel (`AF_UNIX` socket on POSIX, a named pipe on Windows — see `endpoint_address`), authenticated with an HMAC authkey. Each side gets back a `Participant` object (`Participant` class) wrapping that `Connection`.
- The broker itself (the `_Broker`/server class, `serve`/`_serve_connection` in `canbroker.py`) holds the real machine-wide bus lock (`can:<adapter>:<channel>`) and owns the single `adapter_session` for the bus.

**Sending (process A → wire):**
- `Participant.send()` sends a `{""message"": ""send"", ""frame"": ...}` request over its connection.
- The broker's `_handle_send()` validates permissions/filters/budget and calls `self.adapter_session.send(frame)` — i.e., it writes the frame to the actual CAN adapter, logs it to the whole-bus log (`bus_frame_log`) with a sequence number, and replies `sent`.
- Note: the broker does **not** hand the frame directly to other participants at send time.

**Receiving (wire → process B):**
- `Participant.read()` sends a `{""message"": ""read"", ...}` request.
- The broker's `_handle_read()` first checks the participant's own queue; if it needs more frames it calls `_draw_from_bus()`, which reads from the same shared `adapter_session.read()` (the broker is the only reader of the adapter) and then fans each frame out into the in-memory queue of every attached participant whose share permits reading and whose ID filter accepts it (`filter_accepts`), logging delivery/overflow.
- `_handle_read()` then drains up to `max_frames` from that participant's own queue and returns them.

So the round trip is: A's `send` request → broker → adapter (actual bus write) → (later) B's `read` request → broker reads the adapter → broker fans the frame into B's per-participant queue (subject to its configured view/filters/budget) → B's `read` pops it from that queue. The broker's `_guard`-protected `frame_seq` ties the tx/rx log entries together so the same frame is attributable on both ends (`Participant` docstring, `_handle_send`, `_draw_from_bus` in `src/agentic_hil/canbroker.py`).",True,False,False,src/agentic_hil/canbroker.py,True,"It correctly pinpoints the broker process in canbroker.py, the IPC Participant send/read path, adapter session, and per-participant queue fan-out, matching the expected mechanism despite not naming can.py explicitly.",0.432637,0.405262,0.027375,0.405262,,multi_hop,true,S,agentic_hil,1139248,49
agentic_hil_q28,indexed,15363,910,0,0,2,False,end_turn,,11.679,2026-09-15T20:14:09Z,"The core reactor logic lives in **`src/agentic_hil/test_reactor.py`**, in the class that owns `execute_step` / `execute_steps` (the `TestReactor`-style runner built around `StepDevice`).

- **`execute_step(self, step)`** (test_reactor.py:2905) — resolves a single `TestStep` to the `StepDevice` that serves its action via `self.step_device(step)`, then calls `device.execute(step)`. This is the point where ""a step names a device"" turns into ""that named device runs it,"" and the reactor itself never inspects what kind of device it got.

- **`execute_steps(self, steps, records, *, top_level=False)`** (test_reactor.py:2927) — the actual walk: iterates the plan's steps in order, checks for a cooperative stop request before each one, records progress via `_advance`, times each step, and dispatches to either `execute_repeat` (for block/`repeat` steps) or `execute_recorded_step`/`execute_step` for ordinary steps, stopping at the first failure or stop request.

- **`execute_recorded_step(self, step, record)`** (test_reactor.py:2969) wraps `execute_step` with exception handling and records the result.

- **`execute_repeat(self, step, record)`** (test_reactor.py:2988) handles the nested/block step case, re-driving `execute_steps` over the block's own subset of steps for looping constructs.

Supporting pieces this walk relies on:
- **`StepDevice`** (test_reactor.py:1109) — the per-device-kind class hierarchy (e.g. `DebuggerRunner` at test_reactor.py:2211) that actually knows how to serve each action against its configured device entry.
- **`flatten_steps`** (test_reactor.py:2779) — depth-first flattening used elsewhere (e.g. `plan_devices`) to enumerate every step including nested block steps.

So: the walking/driving reactor is the `execute_steps`/`execute_step` pair in `src/agentic_hil/test_reactor.py`, which resolves each `TestStep` to its named `StepDevice` and calls it in order.",True,True,True,src/agentic_hil/test_reactor.py,True,"The answer names the expected file src/agentic_hil/test_reactor.py and the key symbols TestReactor, TestStep, and StepDevice, accurately describing the step-walking and device-dispatch behavior.",0.048761,0.039826,0.008935,0.039826,,locate,false,S,agentic_hil,1139248,49
agentic_hil_q11,indexed,14249,625,0,0,2,False,end_turn,,9.384,2026-09-15T20:14:23Z,"## Answer

In `src/agentic_hil/tools.py`, `flash_firmware` wraps the call to `self.backend.flash_firmware(...)` in a `try/except BaseException`. If the backend raises (rather than returning a result), the `except` block sets `self._symbol_elf = None` before re-raising the exception.

The rationale, per the inline comment in `flash_firmware`:

- A backend that raises may have already contacted the target or partially written to it, so the previously remembered ELF can no longer be trusted to describe what's actually on the board.
- `_remember_symbol_elf` (the method that normally decides whether to keep or drop the remembered ELF) only runs on a *returned* result, so it's never reached on an exception — hence the explicit drop in the `except` clause.
- This ensures the coordination wrapper reports the effect as unknown, and prevents a later ST-Link symbol dump from resolving against a build that a failed flash may have replaced.
- Only a *returned* result that proves the flash never started (`side_effect_status == ""not_started""`, checked inside `_remember_symbol_elf`) is allowed to keep the old symbol source — an exception path never gets that chance and always clears it.

The staged artifact is still released via the `finally` block (`self.artifacts.release_stage(staged[""artifact""])`), and the original exception is re-raised (`raise`) after clearing `_symbol_elf`.",True,True,True,src/agentic_hil/tools.py,True,"Answer names tools.py's flash_firmware and correctly states the except path clears the remembered _symbol_elf to None before re-raising, contrasting with _remember_symbol_elf's not_started case.",0.044608,0.034748,0.00986,0.034748,,trace,false,S,agentic_hil,1139248,49
agentic_hil_q29,agentic,7919,434,0,0,2,False,end_turn,,6.343,2026-09-15T20:14:36Z,"The closed JSON Schema that governs which actions and keys a test plan may contain is the bundled test‑plan schema file:

- `src/agentic_hil/schemas/testplan.schema.json` — the actual schema document (referenced as `TEST_PLAN_SCHEMA_URI` in `src/agentic_hil/knowledge.py`).

It is loaded/parsed by the `test_plan_schema()`-style accessor in `src/agentic_hil/knowledge.py` (around line 3757, ""The shipped test plan schema, parsed once"") and enforced at runtime via `jsonschema.Draft202012Validator` in `src/agentic_hil/test_reactor.py` (imports at line 12), which validates each loaded test plan against it, refusing any unknown action/key (`additionalProperties` closure) or version-gated key not yet introduced.",False,False,False,,False,"The answer names a nonexistent 'testplan.schema.json' rather than the actual file 'src/agentic_hil/schemas/testconfig.schema.json', so it points to the wrong file.",0.028118,0.020178,0.00794,0.020178,,locate,false,S,agentic_hil,1139248,49
